txn_id	direction	argument	bundle	start_index	end_index	byte_addr	beats	axlen	elements_per_beat	issue_order	complete_order	depends_on	dependency_details	timeline_lane
txn_c_write_76	write	c	gmem_c	76	76	304	1	0	1	1693	1694	txn_a_read_76,txn_b_read_76	txn_a_read_76:llvm_def_use:ssa_value,txn_b_read_76:llvm_def_use:ssa_value	c
txn_a_read_77	read	a	gmem_a	64	79	256	1	0	16	1694	1695			a
txn_b_read_77	read	b	gmem_b	13	253	0	16	15	16	1694	1710			b
txn_c_write_77	write	c	gmem_c	77	77	308	1	0	1	1715	1716	txn_a_read_77,txn_b_read_77	txn_a_read_77:llvm_def_use:ssa_value,txn_b_read_77:llvm_def_use:ssa_value	c
txn_a_read_78	read	a	gmem_a	64	79	256	1	0	16	1716	1717			a
txn_b_read_78	read	b	gmem_b	14	254	0	16	15	16	1716	1732			b
txn_c_write_78	write	c	gmem_c	78	78	312	1	0	1	1737	1738	txn_a_read_78,txn_b_read_78	txn_a_read_78:llvm_def_use:ssa_value,txn_b_read_78:llvm_def_use:ssa_value	c
txn_a_read_79	read	a	gmem_a	64	79	256	1	0	16	1738	1739			a
txn_b_read_79	read	b	gmem_b	15	255	0	16	15	16	1738	1754			b
txn_c_write_79	write	c	gmem_c	79	79	316	1	0	1	1759	1760	txn_a_read_79,txn_b_read_79	txn_a_read_79:llvm_def_use:ssa_value,txn_b_read_79:llvm_def_use:ssa_value	c
txn_a_read_80	read	a	gmem_a	80	95	320	1	0	16	1760	1761			a
txn_b_read_80	read	b	gmem_b	0	240	0	16	15	16	1760	1776			b
txn_c_write_80	write	c	gmem_c	80	80	320	1	0	1	1781	1782	txn_a_read_80,txn_b_read_80	txn_a_read_80:llvm_def_use:ssa_value,txn_b_read_80:llvm_def_use:ssa_value	c
txn_a_read_81	read	a	gmem_a	80	95	320	1	0	16	1782	1783			a
txn_b_read_81	read	b	gmem_b	1	241	0	16	15	16	1782	1798			b
txn_c_write_81	write	c	gmem_c	81	81	324	1	0	1	1803	1804	txn_a_read_81,txn_b_read_81	txn_a_read_81:llvm_def_use:ssa_value,txn_b_read_81:llvm_def_use:ssa_value	c
txn_a_read_82	read	a	gmem_a	80	95	320	1	0	16	1804	1805			a
txn_b_read_82	read	b	gmem_b	2	242	0	16	15	16	1804	1820			b
txn_c_write_82	write	c	gmem_c	82	82	328	1	0	1	1825	1826	txn_a_read_82,txn_b_read_82	txn_a_read_82:llvm_def_use:ssa_value,txn_b_read_82:llvm_def_use:ssa_value	c
txn_a_read_83	read	a	gmem_a	80	95	320	1	0	16	1826	1827			a
txn_b_read_83	read	b	gmem_b	3	243	0	16	15	16	1826	1842			b
txn_c_write_83	write	c	gmem_c	83	83	332	1	0	1	1847	1848	txn_a_read_83,txn_b_read_83	txn_a_read_83:llvm_def_use:ssa_value,txn_b_read_83:llvm_def_use:ssa_value	c
txn_a_read_84	read	a	gmem_a	80	95	320	1	0	16	1848	1849			a
txn_b_read_84	read	b	gmem_b	4	244	0	16	15	16	1848	1864			b
txn_c_write_84	write	c	gmem_c	84	84	336	1	0	1	1869	1870	txn_a_read_84,txn_b_read_84	txn_a_read_84:llvm_def_use:ssa_value,txn_b_read_84:llvm_def_use:ssa_value	c
txn_a_read_85	read	a	gmem_a	80	95	320	1	0	16	1870	1871			a
txn_b_read_85	read	b	gmem_b	5	245	0	16	15	16	1870	1886			b
txn_c_write_85	write	c	gmem_c	85	85	340	1	0	1	1891	1892	txn_a_read_85,txn_b_read_85	txn_a_read_85:llvm_def_use:ssa_value,txn_b_read_85:llvm_def_use:ssa_value	c
txn_a_read_86	read	a	gmem_a	80	95	320	1	0	16	1892	1893			a
txn_b_read_86	read	b	gmem_b	6	246	0	16	15	16	1892	1908			b
txn_c_write_86	write	c	gmem_c	86	86	344	1	0	1	1913	1914	txn_a_read_86,txn_b_read_86	txn_a_read_86:llvm_def_use:ssa_value,txn_b_read_86:llvm_def_use:ssa_value	c
txn_a_read_87	read	a	gmem_a	80	95	320	1	0	16	1914	1915			a
txn_b_read_87	read	b	gmem_b	7	247	0	16	15	16	1914	1930			b
txn_c_write_87	write	c	gmem_c	87	87	348	1	0	1	1935	1936	txn_a_read_87,txn_b_read_87	txn_a_read_87:llvm_def_use:ssa_value,txn_b_read_87:llvm_def_use:ssa_value	c
txn_a_read_88	read	a	gmem_a	80	95	320	1	0	16	1936	1937			a
txn_b_read_88	read	b	gmem_b	8	248	0	16	15	16	1936	1952			b
txn_c_write_88	write	c	gmem_c	88	88	352	1	0	1	1957	1958	txn_a_read_88,txn_b_read_88	txn_a_read_88:llvm_def_use:ssa_value,txn_b_read_88:llvm_def_use:ssa_value	c
txn_a_read_89	read	a	gmem_a	80	95	320	1	0	16	1958	1959			a
txn_b_read_89	read	b	gmem_b	9	249	0	16	15	16	1958	1974			b
txn_c_write_89	write	c	gmem_c	89	89	356	1	0	1	1979	1980	txn_a_read_89,txn_b_read_89	txn_a_read_89:llvm_def_use:ssa_value,txn_b_read_89:llvm_def_use:ssa_value	c
txn_a_read_90	read	a	gmem_a	80	95	320	1	0	16	1980	1981			a
txn_b_read_90	read	b	gmem_b	10	250	0	16	15	16	1980	1996			b
txn_c_write_90	write	c	gmem_c	90	90	360	1	0	1	2001	2002	txn_a_read_90,txn_b_read_90	txn_a_read_90:llvm_def_use:ssa_value,txn_b_read_90:llvm_def_use:ssa_value	c
txn_a_read_91	read	a	gmem_a	80	95	320	1	0	16	2002	2003			a
txn_b_read_91	read	b	gmem_b	11	251	0	16	15	16	2002	2018			b
txn_c_write_91	write	c	gmem_c	91	91	364	1	0	1	2023	2024	txn_a_read_91,txn_b_read_91	txn_a_read_91:llvm_def_use:ssa_value,txn_b_read_91:llvm_def_use:ssa_value	c
txn_a_read_92	read	a	gmem_a	80	95	320	1	0	16	2024	2025			a
txn_b_read_92	read	b	gmem_b	12	252	0	16	15	16	2024	2040			b
txn_c_write_92	write	c	gmem_c	92	92	368	1	0	1	2045	2046	txn_a_read_92,txn_b_read_92	txn_a_read_92:llvm_def_use:ssa_value,txn_b_read_92:llvm_def_use:ssa_value	c
txn_a_read_93	read	a	gmem_a	80	95	320	1	0	16	2046	2047			a
txn_b_read_93	read	b	gmem_b	13	253	0	16	15	16	2046	2062			b
txn_c_write_93	write	c	gmem_c	93	93	372	1	0	1	2067	2068	txn_a_read_93,txn_b_read_93	txn_a_read_93:llvm_def_use:ssa_value,txn_b_read_93:llvm_def_use:ssa_value	c
txn_a_read_94	read	a	gmem_a	80	95	320	1	0	16	2068	2069			a
txn_b_read_94	read	b	gmem_b	14	254	0	16	15	16	2068	2084			b
txn_c_write_94	write	c	gmem_c	94	94	376	1	0	1	2089	2090	txn_a_read_94,txn_b_read_94	txn_a_read_94:llvm_def_use:ssa_value,txn_b_read_94:llvm_def_use:ssa_value	c
txn_a_read_95	read	a	gmem_a	80	95	320	1	0	16	2090	2091			a
txn_b_read_95	read	b	gmem_b	15	255	0	16	15	16	2090	2106			b
txn_c_write_95	write	c	gmem_c	95	95	380	1	0	1	2111	2112	txn_a_read_95,txn_b_read_95	txn_a_read_95:llvm_def_use:ssa_value,txn_b_read_95:llvm_def_use:ssa_value	c
txn_a_read_96	read	a	gmem_a	96	111	384	1	0	16	2112	2113			a
txn_b_read_96	read	b	gmem_b	0	240	0	16	15	16	2112	2128			b
txn_c_write_96	write	c	gmem_c	96	96	384	1	0	1	2133	2134	txn_a_read_96,txn_b_read_96	txn_a_read_96:llvm_def_use:ssa_value,txn_b_read_96:llvm_def_use:ssa_value	c
txn_a_read_97	read	a	gmem_a	96	111	384	1	0	16	2134	2135			a
txn_b_read_97	read	b	gmem_b	1	241	0	16	15	16	2134	2150			b
txn_c_write_97	write	c	gmem_c	97	97	388	1	0	1	2155	2156	txn_a_read_97,txn_b_read_97	txn_a_read_97:llvm_def_use:ssa_value,txn_b_read_97:llvm_def_use:ssa_value	c
txn_a_read_98	read	a	gmem_a	96	111	384	1	0	16	2156	2157			a
txn_b_read_98	read	b	gmem_b	2	242	0	16	15	16	2156	2172			b
txn_c_write_98	write	c	gmem_c	98	98	392	1	0	1	2177	2178	txn_a_read_98,txn_b_read_98	txn_a_read_98:llvm_def_use:ssa_value,txn_b_read_98:llvm_def_use:ssa_value	c
txn_a_read_99	read	a	gmem_a	96	111	384	1	0	16	2178	2179			a
txn_b_read_99	read	b	gmem_b	3	243	0	16	15	16	2178	2194			b
txn_c_write_99	write	c	gmem_c	99	99	396	1	0	1	2199	2200	txn_a_read_99,txn_b_read_99	txn_a_read_99:llvm_def_use:ssa_value,txn_b_read_99:llvm_def_use:ssa_value	c
txn_a_read_100	read	a	gmem_a	96	111	384	1	0	16	2200	2201			a
txn_b_read_100	read	b	gmem_b	4	244	0	16	15	16	2200	2216			b
txn_c_write_100	write	c	gmem_c	100	100	400	1	0	1	2221	2222	txn_a_read_100,txn_b_read_100	txn_a_read_100:llvm_def_use:ssa_value,txn_b_read_100:llvm_def_use:ssa_value	c
txn_a_read_101	read	a	gmem_a	96	111	384	1	0	16	2222	2223			a
txn_b_read_101	read	b	gmem_b	5	245	0	16	15	16	2222	2238			b
txn_c_write_101	write	c	gmem_c	101	101	404	1	0	1	2243	2244	txn_a_read_101,txn_b_read_101	txn_a_read_101:llvm_def_use:ssa_value,txn_b_read_101:llvm_def_use:ssa_value	c
txn_a_read_102	read	a	gmem_a	96	111	384	1	0	16	2244	2245			a
txn_b_read_102	read	b	gmem_b	6	246	0	16	15	16	2244	2260			b
txn_c_write_102	write	c	gmem_c	102	102	408	1	0	1	2265	2266	txn_a_read_102,txn_b_read_102	txn_a_read_102:llvm_def_use:ssa_value,txn_b_read_102:llvm_def_use:ssa_value	c
txn_a_read_103	read	a	gmem_a	96	111	384	1	0	16	2266	2267			a
txn_b_read_103	read	b	gmem_b	7	247	0	16	15	16	2266	2282			b
txn_c_write_103	write	c	gmem_c	103	103	412	1	0	1	2287	2288	txn_a_read_103,txn_b_read_103	txn_a_read_103:llvm_def_use:ssa_value,txn_b_read_103:llvm_def_use:ssa_value	c
txn_a_read_104	read	a	gmem_a	96	111	384	1	0	16	2288	2289			a
txn_b_read_104	read	b	gmem_b	8	248	0	16	15	16	2288	2304			b
txn_c_write_104	write	c	gmem_c	104	104	416	1	0	1	2309	2310	txn_a_read_104,txn_b_read_104	txn_a_read_104:llvm_def_use:ssa_value,txn_b_read_104:llvm_def_use:ssa_value	c
txn_a_read_105	read	a	gmem_a	96	111	384	1	0	16	2310	2311			a
txn_b_read_105	read	b	gmem_b	9	249	0	16	15	16	2310	2326			b
txn_c_write_105	write	c	gmem_c	105	105	420	1	0	1	2331	2332	txn_a_read_105,txn_b_read_105	txn_a_read_105:llvm_def_use:ssa_value,txn_b_read_105:llvm_def_use:ssa_value	c
txn_a_read_106	read	a	gmem_a	96	111	384	1	0	16	2332	2333			a
txn_b_read_106	read	b	gmem_b	10	250	0	16	15	16	2332	2348			b
txn_c_write_106	write	c	gmem_c	106	106	424	1	0	1	2353	2354	txn_a_read_106,txn_b_read_106	txn_a_read_106:llvm_def_use:ssa_value,txn_b_read_106:llvm_def_use:ssa_value	c
txn_a_read_107	read	a	gmem_a	96	111	384	1	0	16	2354	2355			a
txn_b_read_107	read	b	gmem_b	11	251	0	16	15	16	2354	2370			b
txn_c_write_107	write	c	gmem_c	107	107	428	1	0	1	2375	2376	txn_a_read_107,txn_b_read_107	txn_a_read_107:llvm_def_use:ssa_value,txn_b_read_107:llvm_def_use:ssa_value	c
txn_a_read_108	read	a	gmem_a	96	111	384	1	0	16	2376	2377			a
txn_b_read_108	read	b	gmem_b	12	252	0	16	15	16	2376	2392			b
txn_c_write_108	write	c	gmem_c	108	108	432	1	0	1	2397	2398	txn_a_read_108,txn_b_read_108	txn_a_read_108:llvm_def_use:ssa_value,txn_b_read_108:llvm_def_use:ssa_value	c
txn_a_read_109	read	a	gmem_a	96	111	384	1	0	16	2398	2399			a
txn_b_read_109	read	b	gmem_b	13	253	0	16	15	16	2398	2414			b
txn_c_write_109	write	c	gmem_c	109	109	436	1	0	1	2419	2420	txn_a_read_109,txn_b_read_109	txn_a_read_109:llvm_def_use:ssa_value,txn_b_read_109:llvm_def_use:ssa_value	c
txn_a_read_110	read	a	gmem_a	96	111	384	1	0	16	2420	2421			a
txn_b_read_110	read	b	gmem_b	14	254	0	16	15	16	2420	2436			b
txn_c_write_110	write	c	gmem_c	110	110	440	1	0	1	2441	2442	txn_a_read_110,txn_b_read_110	txn_a_read_110:llvm_def_use:ssa_value,txn_b_read_110:llvm_def_use:ssa_value	c
txn_a_read_111	read	a	gmem_a	96	111	384	1	0	16	2442	2443			a
txn_b_read_111	read	b	gmem_b	15	255	0	16	15	16	2442	2458			b
txn_c_write_111	write	c	gmem_c	111	111	444	1	0	1	2463	2464	txn_a_read_111,txn_b_read_111	txn_a_read_111:llvm_def_use:ssa_value,txn_b_read_111:llvm_def_use:ssa_value	c
txn_a_read_112	read	a	gmem_a	112	127	448	1	0	16	2464	2465			a
txn_b_read_112	read	b	gmem_b	0	240	0	16	15	16	2464	2480			b
txn_c_write_112	write	c	gmem_c	112	112	448	1	0	1	2485	2486	txn_a_read_112,txn_b_read_112	txn_a_read_112:llvm_def_use:ssa_value,txn_b_read_112:llvm_def_use:ssa_value	c
txn_a_read_113	read	a	gmem_a	112	127	448	1	0	16	2486	2487			a
txn_b_read_113	read	b	gmem_b	1	241	0	16	15	16	2486	2502			b
txn_c_write_113	write	c	gmem_c	113	113	452	1	0	1	2507	2508	txn_a_read_113,txn_b_read_113	txn_a_read_113:llvm_def_use:ssa_value,txn_b_read_113:llvm_def_use:ssa_value	c
txn_a_read_114	read	a	gmem_a	112	127	448	1	0	16	2508	2509			a
txn_b_read_114	read	b	gmem_b	2	242	0	16	15	16	2508	2524			b
txn_c_write_114	write	c	gmem_c	114	114	456	1	0	1	2529	2530	txn_a_read_114,txn_b_read_114	txn_a_read_114:llvm_def_use:ssa_value,txn_b_read_114:llvm_def_use:ssa_value	c
txn_a_read_115	read	a	gmem_a	112	127	448	1	0	16	2530	2531			a
txn_b_read_115	read	b	gmem_b	3	243	0	16	15	16	2530	2546			b
txn_c_write_115	write	c	gmem_c	115	115	460	1	0	1	2551	2552	txn_a_read_115,txn_b_read_115	txn_a_read_115:llvm_def_use:ssa_value,txn_b_read_115:llvm_def_use:ssa_value	c
txn_a_read_116	read	a	gmem_a	112	127	448	1	0	16	2552	2553			a
txn_b_read_116	read	b	gmem_b	4	244	0	16	15	16	2552	2568			b
txn_c_write_116	write	c	gmem_c	116	116	464	1	0	1	2573	2574	txn_a_read_116,txn_b_read_116	txn_a_read_116:llvm_def_use:ssa_value,txn_b_read_116:llvm_def_use:ssa_value	c
txn_a_read_117	read	a	gmem_a	112	127	448	1	0	16	2574	2575			a
txn_b_read_117	read	b	gmem_b	5	245	0	16	15	16	2574	2590			b
txn_c_write_117	write	c	gmem_c	117	117	468	1	0	1	2595	2596	txn_a_read_117,txn_b_read_117	txn_a_read_117:llvm_def_use:ssa_value,txn_b_read_117:llvm_def_use:ssa_value	c
txn_a_read_118	read	a	gmem_a	112	127	448	1	0	16	2596	2597			a
txn_b_read_118	read	b	gmem_b	6	246	0	16	15	16	2596	2612			b
txn_c_write_118	write	c	gmem_c	118	118	472	1	0	1	2617	2618	txn_a_read_118,txn_b_read_118	txn_a_read_118:llvm_def_use:ssa_value,txn_b_read_118:llvm_def_use:ssa_value	c
txn_a_read_119	read	a	gmem_a	112	127	448	1	0	16	2618	2619			a
txn_b_read_119	read	b	gmem_b	7	247	0	16	15	16	2618	2634			b
txn_c_write_119	write	c	gmem_c	119	119	476	1	0	1	2639	2640	txn_a_read_119,txn_b_read_119	txn_a_read_119:llvm_def_use:ssa_value,txn_b_read_119:llvm_def_use:ssa_value	c
txn_a_read_120	read	a	gmem_a	112	127	448	1	0	16	2640	2641			a
txn_b_read_120	read	b	gmem_b	8	248	0	16	15	16	2640	2656			b
txn_c_write_120	write	c	gmem_c	120	120	480	1	0	1	2661	2662	txn_a_read_120,txn_b_read_120	txn_a_read_120:llvm_def_use:ssa_value,txn_b_read_120:llvm_def_use:ssa_value	c
txn_a_read_121	read	a	gmem_a	112	127	448	1	0	16	2662	2663			a
txn_b_read_121	read	b	gmem_b	9	249	0	16	15	16	2662	2678			b
txn_c_write_121	write	c	gmem_c	121	121	484	1	0	1	2683	2684	txn_a_read_121,txn_b_read_121	txn_a_read_121:llvm_def_use:ssa_value,txn_b_read_121:llvm_def_use:ssa_value	c
txn_a_read_122	read	a	gmem_a	112	127	448	1	0	16	2684	2685			a
txn_b_read_122	read	b	gmem_b	10	250	0	16	15	16	2684	2700			b
txn_c_write_122	write	c	gmem_c	122	122	488	1	0	1	2705	2706	txn_a_read_122,txn_b_read_122	txn_a_read_122:llvm_def_use:ssa_value,txn_b_read_122:llvm_def_use:ssa_value	c
txn_a_read_123	read	a	gmem_a	112	127	448	1	0	16	2706	2707			a
txn_b_read_123	read	b	gmem_b	11	251	0	16	15	16	2706	2722			b
txn_c_write_123	write	c	gmem_c	123	123	492	1	0	1	2727	2728	txn_a_read_123,txn_b_read_123	txn_a_read_123:llvm_def_use:ssa_value,txn_b_read_123:llvm_def_use:ssa_value	c
txn_a_read_124	read	a	gmem_a	112	127	448	1	0	16	2728	2729			a
txn_b_read_124	read	b	gmem_b	12	252	0	16	15	16	2728	2744			b
txn_c_write_124	write	c	gmem_c	124	124	496	1	0	1	2749	2750	txn_a_read_124,txn_b_read_124	txn_a_read_124:llvm_def_use:ssa_value,txn_b_read_124:llvm_def_use:ssa_value	c
txn_a_read_125	read	a	gmem_a	112	127	448	1	0	16	2750	2751			a
txn_b_read_125	read	b	gmem_b	13	253	0	16	15	16	2750	2766			b
txn_c_write_125	write	c	gmem_c	125	125	500	1	0	1	2771	2772	txn_a_read_125,txn_b_read_125	txn_a_read_125:llvm_def_use:ssa_value,txn_b_read_125:llvm_def_use:ssa_value	c
txn_a_read_126	read	a	gmem_a	112	127	448	1	0	16	2772	2773			a
txn_b_read_126	read	b	gmem_b	14	254	0	16	15	16	2772	2788			b
txn_c_write_126	write	c	gmem_c	126	126	504	1	0	1	2793	2794	txn_a_read_126,txn_b_read_126	txn_a_read_126:llvm_def_use:ssa_value,txn_b_read_126:llvm_def_use:ssa_value	c
txn_a_read_127	read	a	gmem_a	112	127	448	1	0	16	2794	2795			a
txn_b_read_127	read	b	gmem_b	15	255	0	16	15	16	2794	2810			b
txn_c_write_127	write	c	gmem_c	127	127	508	1	0	1	2815	2816	txn_a_read_127,txn_b_read_127	txn_a_read_127:llvm_def_use:ssa_value,txn_b_read_127:llvm_def_use:ssa_value	c
txn_a_read_128	read	a	gmem_a	128	143	512	1	0	16	2816	2817			a
txn_b_read_128	read	b	gmem_b	0	240	0	16	15	16	2816	2832			b
txn_c_write_128	write	c	gmem_c	128	128	512	1	0	1	2837	2838	txn_a_read_128,txn_b_read_128	txn_a_read_128:llvm_def_use:ssa_value,txn_b_read_128:llvm_def_use:ssa_value	c
txn_a_read_129	read	a	gmem_a	128	143	512	1	0	16	2838	2839			a
txn_b_read_129	read	b	gmem_b	1	241	0	16	15	16	2838	2854			b
txn_c_write_129	write	c	gmem_c	129	129	516	1	0	1	2859	2860	txn_a_read_129,txn_b_read_129	txn_a_read_129:llvm_def_use:ssa_value,txn_b_read_129:llvm_def_use:ssa_value	c
txn_a_read_130	read	a	gmem_a	128	143	512	1	0	16	2860	2861			a
txn_b_read_130	read	b	gmem_b	2	242	0	16	15	16	2860	2876			b
txn_c_write_130	write	c	gmem_c	130	130	520	1	0	1	2881	2882	txn_a_read_130,txn_b_read_130	txn_a_read_130:llvm_def_use:ssa_value,txn_b_read_130:llvm_def_use:ssa_value	c
txn_a_read_131	read	a	gmem_a	128	143	512	1	0	16	2882	2883			a
txn_b_read_131	read	b	gmem_b	3	243	0	16	15	16	2882	2898			b
txn_c_write_131	write	c	gmem_c	131	131	524	1	0	1	2903	2904	txn_a_read_131,txn_b_read_131	txn_a_read_131:llvm_def_use:ssa_value,txn_b_read_131:llvm_def_use:ssa_value	c
txn_a_read_132	read	a	gmem_a	128	143	512	1	0	16	2904	2905			a
txn_b_read_132	read	b	gmem_b	4	244	0	16	15	16	2904	2920			b
txn_c_write_132	write	c	gmem_c	132	132	528	1	0	1	2925	2926	txn_a_read_132,txn_b_read_132	txn_a_read_132:llvm_def_use:ssa_value,txn_b_read_132:llvm_def_use:ssa_value	c
txn_a_read_133	read	a	gmem_a	128	143	512	1	0	16	2926	2927			a
txn_b_read_133	read	b	gmem_b	5	245	0	16	15	16	2926	2942			b
txn_c_write_133	write	c	gmem_c	133	133	532	1	0	1	2947	2948	txn_a_read_133,txn_b_read_133	txn_a_read_133:llvm_def_use:ssa_value,txn_b_read_133:llvm_def_use:ssa_value	c
txn_a_read_134	read	a	gmem_a	128	143	512	1	0	16	2948	2949			a
txn_b_read_134	read	b	gmem_b	6	246	0	16	15	16	2948	2964			b
txn_c_write_134	write	c	gmem_c	134	134	536	1	0	1	2969	2970	txn_a_read_134,txn_b_read_134	txn_a_read_134:llvm_def_use:ssa_value,txn_b_read_134:llvm_def_use:ssa_value	c
txn_a_read_135	read	a	gmem_a	128	143	512	1	0	16	2970	2971			a
txn_b_read_135	read	b	gmem_b	7	247	0	16	15	16	2970	2986			b
txn_c_write_135	write	c	gmem_c	135	135	540	1	0	1	2991	2992	txn_a_read_135,txn_b_read_135	txn_a_read_135:llvm_def_use:ssa_value,txn_b_read_135:llvm_def_use:ssa_value	c
txn_a_read_136	read	a	gmem_a	128	143	512	1	0	16	2992	2993			a
txn_b_read_136	read	b	gmem_b	8	248	0	16	15	16	2992	3008			b
txn_c_write_136	write	c	gmem_c	136	136	544	1	0	1	3013	3014	txn_a_read_136,txn_b_read_136	txn_a_read_136:llvm_def_use:ssa_value,txn_b_read_136:llvm_def_use:ssa_value	c
txn_a_read_137	read	a	gmem_a	128	143	512	1	0	16	3014	3015			a
txn_b_read_137	read	b	gmem_b	9	249	0	16	15	16	3014	3030			b
txn_c_write_137	write	c	gmem_c	137	137	548	1	0	1	3035	3036	txn_a_read_137,txn_b_read_137	txn_a_read_137:llvm_def_use:ssa_value,txn_b_read_137:llvm_def_use:ssa_value	c
txn_a_read_138	read	a	gmem_a	128	143	512	1	0	16	3036	3037			a
txn_b_read_138	read	b	gmem_b	10	250	0	16	15	16	3036	3052			b
txn_c_write_138	write	c	gmem_c	138	138	552	1	0	1	3057	3058	txn_a_read_138,txn_b_read_138	txn_a_read_138:llvm_def_use:ssa_value,txn_b_read_138:llvm_def_use:ssa_value	c
txn_a_read_139	read	a	gmem_a	128	143	512	1	0	16	3058	3059			a
txn_b_read_139	read	b	gmem_b	11	251	0	16	15	16	3058	3074			b
txn_c_write_139	write	c	gmem_c	139	139	556	1	0	1	3079	3080	txn_a_read_139,txn_b_read_139	txn_a_read_139:llvm_def_use:ssa_value,txn_b_read_139:llvm_def_use:ssa_value	c
txn_a_read_140	read	a	gmem_a	128	143	512	1	0	16	3080	3081			a
txn_b_read_140	read	b	gmem_b	12	252	0	16	15	16	3080	3096			b
txn_c_write_140	write	c	gmem_c	140	140	560	1	0	1	3101	3102	txn_a_read_140,txn_b_read_140	txn_a_read_140:llvm_def_use:ssa_value,txn_b_read_140:llvm_def_use:ssa_value	c
txn_a_read_141	read	a	gmem_a	128	143	512	1	0	16	3102	3103			a
txn_b_read_141	read	b	gmem_b	13	253	0	16	15	16	3102	3118			b
txn_c_write_141	write	c	gmem_c	141	141	564	1	0	1	3123	3124	txn_a_read_141,txn_b_read_141	txn_a_read_141:llvm_def_use:ssa_value,txn_b_read_141:llvm_def_use:ssa_value	c
txn_a_read_142	read	a	gmem_a	128	143	512	1	0	16	3124	3125			a
txn_b_read_142	read	b	gmem_b	14	254	0	16	15	16	3124	3140			b
txn_c_write_142	write	c	gmem_c	142	142	568	1	0	1	3145	3146	txn_a_read_142,txn_b_read_142	txn_a_read_142:llvm_def_use:ssa_value,txn_b_read_142:llvm_def_use:ssa_value	c
txn_a_read_143	read	a	gmem_a	128	143	512	1	0	16	3146	3147			a
txn_b_read_143	read	b	gmem_b	15	255	0	16	15	16	3146	3162			b
txn_c_write_143	write	c	gmem_c	143	143	572	1	0	1	3167	3168	txn_a_read_143,txn_b_read_143	txn_a_read_143:llvm_def_use:ssa_value,txn_b_read_143:llvm_def_use:ssa_value	c
txn_a_read_144	read	a	gmem_a	144	159	576	1	0	16	3168	3169			a
txn_b_read_144	read	b	gmem_b	0	240	0	16	15	16	3168	3184			b
txn_c_write_144	write	c	gmem_c	144	144	576	1	0	1	3189	3190	txn_a_read_144,txn_b_read_144	txn_a_read_144:llvm_def_use:ssa_value,txn_b_read_144:llvm_def_use:ssa_value	c
txn_a_read_145	read	a	gmem_a	144	159	576	1	0	16	3190	3191			a
txn_b_read_145	read	b	gmem_b	1	241	0	16	15	16	3190	3206			b
txn_c_write_145	write	c	gmem_c	145	145	580	1	0	1	3211	3212	txn_a_read_145,txn_b_read_145	txn_a_read_145:llvm_def_use:ssa_value,txn_b_read_145:llvm_def_use:ssa_value	c
txn_a_read_146	read	a	gmem_a	144	159	576	1	0	16	3212	3213			a
txn_b_read_146	read	b	gmem_b	2	242	0	16	15	16	3212	3228			b
txn_c_write_146	write	c	gmem_c	146	146	584	1	0	1	3233	3234	txn_a_read_146,txn_b_read_146	txn_a_read_146:llvm_def_use:ssa_value,txn_b_read_146:llvm_def_use:ssa_value	c
txn_a_read_147	read	a	gmem_a	144	159	576	1	0	16	3234	3235			a
txn_b_read_147	read	b	gmem_b	3	243	0	16	15	16	3234	3250			b
txn_c_write_147	write	c	gmem_c	147	147	588	1	0	1	3255	3256	txn_a_read_147,txn_b_read_147	txn_a_read_147:llvm_def_use:ssa_value,txn_b_read_147:llvm_def_use:ssa_value	c
txn_a_read_148	read	a	gmem_a	144	159	576	1	0	16	3256	3257			a
txn_b_read_148	read	b	gmem_b	4	244	0	16	15	16	3256	3272			b
txn_c_write_148	write	c	gmem_c	148	148	592	1	0	1	3277	3278	txn_a_read_148,txn_b_read_148	txn_a_read_148:llvm_def_use:ssa_value,txn_b_read_148:llvm_def_use:ssa_value	c
txn_a_read_149	read	a	gmem_a	144	159	576	1	0	16	3278	3279			a
txn_b_read_149	read	b	gmem_b	5	245	0	16	15	16	3278	3294			b
txn_c_write_149	write	c	gmem_c	149	149	596	1	0	1	3299	3300	txn_a_read_149,txn_b_read_149	txn_a_read_149:llvm_def_use:ssa_value,txn_b_read_149:llvm_def_use:ssa_value	c
txn_a_read_150	read	a	gmem_a	144	159	576	1	0	16	3300	3301			a
txn_b_read_150	read	b	gmem_b	6	246	0	16	15	16	3300	3316			b
txn_c_write_150	write	c	gmem_c	150	150	600	1	0	1	3321	3322	txn_a_read_150,txn_b_read_150	txn_a_read_150:llvm_def_use:ssa_value,txn_b_read_150:llvm_def_use:ssa_value	c
txn_a_read_151	read	a	gmem_a	144	159	576	1	0	16	3322	3323			a
txn_b_read_151	read	b	gmem_b	7	247	0	16	15	16	3322	3338			b
txn_c_write_151	write	c	gmem_c	151	151	604	1	0	1	3343	3344	txn_a_read_151,txn_b_read_151	txn_a_read_151:llvm_def_use:ssa_value,txn_b_read_151:llvm_def_use:ssa_value	c
txn_a_read_152	read	a	gmem_a	144	159	576	1	0	16	3344	3345			a
txn_b_read_152	read	b	gmem_b	8	248	0	16	15	16	3344	3360			b
txn_c_write_152	write	c	gmem_c	152	152	608	1	0	1	3365	3366	txn_a_read_152,txn_b_read_152	txn_a_read_152:llvm_def_use:ssa_value,txn_b_read_152:llvm_def_use:ssa_value	c
txn_a_read_153	read	a	gmem_a	144	159	576	1	0	16	3366	3367			a
