site_id	function	basic_block	event	argument	argument_index	bytes	pointer	instruction
0	_Z5writePiiRN3hls6streamIiLi0EEE	for.body4	arg_write	mem	0	4	  %arrayidx = getelementptr inbounds i32, i32* %5, i64 %idxprom	  store i32 %call, i32* %arrayidx, align 4
1	_ZN3hls13stream_entityILm4ELb0EE5writeEPKv	if.end	arg_read	elem	1	4	  %5 = load i8*, i8** %elem.addr, align 8	  call void @llvm.memcpy.p0i8.p0i8.i64(i8* align 1 %call, i8* align 1 %5, i64 4, i1 false)
